dataset,series,method,seed,score_file,label_offset,points,anomaly_ratio,ap,auc,best_f1,best_precision,best_recall,f1_q95,f1_q97,f1_q99,f1_q995,f1_mad3,precision_q99,recall_q99,precision_mad3,recall_mad3,event_f1_q95,event_f1_q97,event_f1_q99,event_f1_q995,event_f1_mad3,easytsad_event_f1_log,easytsad_event_precision_log,easytsad_event_recall_log,easytsad_event_threshold_log,easytsad_point_f1_pa,easytsad_point_precision_pa,easytsad_point_recall_pa,easytsad_point_threshold_pa
UCR,DISTORTEDInternalBleeding18,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding18.npy,16,5184,0.019676,0.763396,0.948735,0.726190,0.924242,0.598039,0.480663,0.627907,0.649351,0.406250,0.221142,0.961538,0.490196,0.126214,0.892157,0.148936,0.291262,0.961538,1.000000,0.038869,1.000000,1.000000,1.000000,2.431501,1.000000,1.000000,1.000000,2.431501
UCR,DISTORTEDInternalBleeding19,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding19.npy,16,4484,0.002230,0.794222,0.995217,0.750000,0.642857,0.900000,0.085106,0.124138,0.327273,0.545455,0.033333,0.200000,0.900000,0.016949,1.000000,0.010000,0.033333,0.108108,0.266667,0.004073,1.000000,1.000000,1.000000,1.234892,1.000000,1.000000,1.000000,1.234892
UCR,DISTORTEDInternalBleeding20,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding20.npy,16,4784,0.033445,0.045953,0.477337,0.082596,0.078212,0.087500,0.070000,0.072368,0.067308,0.065217,0.059850,0.145833,0.043750,0.037383,0.150000,0.070175,0.111111,0.200000,0.307692,0.061931,0.615385,0.444444,1.000000,0.122364,0.984615,0.969697,1.000000,0.122364
UCR,DISTORTEDInternalBleeding4,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding4.npy,16,6305,0.056780,0.181173,0.581555,0.199557,0.483871,0.125698,0.186944,0.186131,0.180095,0.138462,0.152137,0.593750,0.106145,0.109606,0.248603,0.170819,0.195122,0.489796,0.761905,0.108664,1.000000,1.000000,1.000000,0.434175,1.000000,1.000000,1.000000,0.434175
UCR,DISTORTEDInternalBleeding5,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding5.npy,16,3399,0.050015,0.136206,0.576301,0.161074,0.187500,0.141176,0.141176,0.147059,0.127451,0.106952,0.134796,0.382353,0.076471,0.091880,0.252941,0.146667,0.173913,0.322581,0.533333,0.120907,1.000000,1.000000,1.000000,0.302684,1.000000,1.000000,1.000000,0.302684
UCR,DISTORTEDInternalBleeding6,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding6.npy,16,6138,0.025253,0.023613,0.483790,0.050255,0.026631,0.445161,0.021645,0.011765,0.000000,0.000000,0.035565,0.000000,0.000000,0.021223,0.109677,0.035088,0.023121,0.000000,0.000000,0.050074,0.050955,0.026144,1.000000,0.036893,0.675381,0.509868,1.000000,0.036893
UCR,DISTORTEDInternalBleeding8,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding8.npy,16,4985,0.021866,0.018944,0.451485,0.044034,0.022532,0.963303,0.011142,0.007722,0.000000,0.000000,0.020177,0.000000,0.000000,0.011696,0.073394,0.017021,0.013699,0.000000,0.000000,0.027682,0.085106,0.044444,1.000000,0.025783,0.717105,0.558974,1.000000,0.025783
UCR,DISTORTEDInternalBleeding9,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding9.npy,16,3285,0.024962,0.023686,0.491704,0.052424,0.027007,0.890244,0.032389,0.000000,0.000000,0.000000,0.025000,0.000000,0.000000,0.015075,0.073171,0.049689,0.000000,0.000000,0.000000,0.034286,0.055556,0.028571,1.000000,0.023914,0.546667,0.376147,1.000000,0.023914
UCR,DISTORTEDLab2Cmac011215EPG1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDLab2Cmac011215EPG1.npy,16,24985,0.002001,0.344851,0.776533,0.422535,0.714286,0.300000,0.040000,0.060000,0.146667,0.240000,0.015938,0.088000,0.440000,0.008080,0.580000,0.010676,0.020498,0.052402,0.121739,0.004720,1.000000,1.000000,1.000000,1.752659,1.000000,1.000000,1.000000,1.752659
UCR,DISTORTEDLab2Cmac011215EPG2,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDLab2Cmac011215EPG2.npy,16,24934,0.002807,0.033546,0.600812,0.090090,0.121951,0.071429,0.025816,0.036675,0.062500,0.061538,0.013405,0.040000,0.142857,0.006831,0.357143,0.020906,0.031384,0.081633,0.096000,0.009983,0.857143,0.750000,1.000000,0.176462,0.992908,0.985915,1.000000,0.176462
UCR,DISTORTEDLab2Cmac011215EPG3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDLab2Cmac011215EPG3.npy,16,24934,0.001203,0.571554,0.895812,0.679245,0.782609,0.600000,0.039154,0.061697,0.164286,0.283871,0.013839,0.092000,0.766667,0.006977,0.833333,0.007117,0.014514,0.053097,0.111111,0.002735,1.000000,1.000000,1.000000,1.475585,1.000000,1.000000,1.000000,1.475585
UCR,DISTORTEDLab2Cmac011215EPG4,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDLab2Cmac011215EPG4.npy,16,24050,0.005405,0.010832,0.520685,0.044728,0.038251,0.053846,0.025506,0.035211,0.037736,0.039841,0.016653,0.029046,0.053846,0.008638,0.230769,0.012879,0.023634,0.050633,0.081301,0.008469,0.444444,0.285714,1.000000,0.100439,0.962963,0.928571,1.000000,0.100439
UCR,DISTORTEDLab2Cmac011215EPG5,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDLab2Cmac011215EPG5.npy,16,22810,0.005699,0.042754,0.552236,0.085366,0.205882,0.053846,0.025177,0.034356,0.050139,0.057143,0.018354,0.039301,0.069231,0.009557,0.230769,0.022663,0.033639,0.061674,0.087719,0.011601,1.000000,1.000000,1.000000,0.153554,1.000000,1.000000,1.000000,0.153554
UCR,DISTORTEDLab2Cmac011215EPG6,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDLab2Cmac011215EPG6.npy,16,22843,0.010069,0.007395,0.386644,0.019946,0.010074,1.000000,0.000000,0.000000,0.000000,0.000000,0.003984,0.000000,0.000000,0.002132,0.030435,0.000000,0.000000,0.000000,0.000000,0.002922,0.004213,0.002111,1.000000,0.014031,0.195661,0.108439,1.000000,0.014031
UCR,DISTORTEDMesoplodonDensirostris,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDMesoplodonDensirostris.npy,16,14651,0.010921,0.031285,0.708675,0.080460,0.058011,0.131250,0.058231,0.073333,0.065147,0.042735,0.048431,0.068027,0.062500,0.025331,0.550000,0.048964,0.073034,0.113475,0.082192,0.048043,0.615385,0.444444,1.000000,0.367804,0.984615,0.969697,1.000000,0.367804
UCR,DISTORTEDPowerDemand1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDPowerDemand1.npy,16,20915,0.016065,0.010203,0.287310,0.031647,0.016078,1.000000,0.004342,0.002075,0.000000,0.000000,0.002389,0.000000,0.000000,0.001299,0.014881,0.002205,0.003484,0.000000,0.000000,0.001458,0.024272,0.012285,1.000000,0.033483,0.625698,0.455285,1.000000,0.033483
UCR,DISTORTEDPowerDemand2,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDPowerDemand2.npy,16,15915,0.022620,0.043748,0.616374,0.083536,0.048908,0.286111,0.057093,0.047733,0.042308,0.045455,0.081555,0.068750,0.030556,0.046060,0.355556,0.075916,0.083333,0.131737,0.229885,0.056696,0.666667,0.500000,1.000000,0.033594,0.993103,0.986301,1.000000,0.033594
UCR,DISTORTEDPowerDemand3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDPowerDemand3.npy,16,13915,0.005174,0.009367,0.584836,0.025157,0.022989,0.027778,0.020833,0.020408,0.018868,0.014085,0.021070,0.014286,0.027778,0.010851,0.361111,0.021638,0.024631,0.029412,0.030303,0.013267,0.315789,0.187500,1.000000,0.021295,0.917197,0.847059,1.000000,0.021295
UCR,DISTORTEDPowerDemand4,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDPowerDemand4.npy,16,11915,0.006043,0.086143,0.765141,0.206897,0.205479,0.208333,0.077844,0.111628,0.177083,0.196970,0.039613,0.141667,0.236111,0.020486,0.597222,0.062963,0.088235,0.184874,0.290323,0.017150,0.750000,0.600000,1.000000,0.056178,0.986301,0.972973,1.000000,0.056178
UCR,DISTORTEDTkeepFifthMARS,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDTkeepFifthMARS.npy,16,7818,0.012407,0.011013,0.467279,0.024895,0.012619,0.917526,0.008197,0.012048,0.000000,0.000000,0.014706,0.000000,0.000000,0.007986,0.092784,0.014706,0.022472,0.000000,0.000000,0.014406,0.044944,0.022989,1.000000,0.021831,0.532967,0.363296,1.000000,0.021831
UCR,DISTORTEDTkeepFirstMARS,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDTkeepFirstMARS.npy,16,7890,0.001901,0.001908,0.452614,0.005319,0.002695,0.200000,0.000000,0.000000,0.000000,0.000000,0.004967,0.000000,0.000000,0.002515,0.200000,0.000000,0.000000,0.000000,0.000000,0.007566,0.006861,0.003442,1.000000,0.007671,0.049261,0.025253,1.000000,0.007671
UCR,DISTORTEDTkeepForthMARS,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDTkeepForthMARS.npy,16,7792,0.012449,0.045899,0.644892,0.147910,0.107477,0.237113,0.119097,0.145015,0.080000,0.044118,0.060514,0.089744,0.072165,0.032653,0.412371,0.096774,0.135593,0.102564,0.142857,0.034398,0.400000,0.250000,1.000000,0.163470,0.941748,0.889908,1.000000,0.163470
UCR,DISTORTEDTkeepSecondMARS,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDTkeepSecondMARS.npy,16,7872,0.001270,0.111935,0.826151,0.181818,1.000000,0.100000,0.029703,0.040486,0.022472,0.040000,0.010435,0.012658,0.100000,0.005263,0.600000,0.022388,0.021978,0.025000,0.048780,0.007435,1.000000,1.000000,1.000000,2.086434,1.000000,1.000000,1.000000,2.086434
UCR,DISTORTEDTkeepThirdMARS,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDTkeepThirdMARS.npy,16,7792,0.012577,0.025485,0.611618,0.080614,0.049645,0.214286,0.073770,0.060241,0.056818,0.014599,0.049117,0.064103,0.051020,0.026556,0.326531,0.065041,0.038217,0.058824,0.057143,0.031824,0.285714,0.166667,1.000000,0.143864,0.907407,0.830508,1.000000,0.143864
UCR,DISTORTEDWalkingAceleration1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDWalkingAceleration1.npy,16,5168,0.044698,0.028850,0.291369,0.085682,0.044759,1.000000,0.008163,0.005168,0.007067,0.000000,0.017642,0.019231,0.004329,0.010827,0.047619,0.011494,0.019231,0.045455,0.000000,0.016694,0.177778,0.097561,1.000000,0.104595,0.925852,0.861940,1.000000,0.104595
UCR,DISTORTEDWalkingAceleration5,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDWalkingAceleration5.npy,16,3968,0.014869,0.162209,0.627593,0.222222,0.615385,0.135593,0.124031,0.156425,0.161616,0.202532,0.057416,0.200000,0.135593,0.030888,0.406780,0.074627,0.120482,0.187500,0.352941,0.021322,1.000000,1.000000,1.000000,2.467727,1.000000,1.000000,1.000000,2.467727
UCR,DISTORTEDapneaecg,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDapneaecg.npy,16,28485,0.002387,0.074480,0.627492,0.165138,0.219512,0.132353,0.022773,0.032503,0.073654,0.113744,0.016799,0.045614,0.191176,0.008675,0.264706,0.012624,0.017699,0.044444,0.071942,0.008615,0.857143,0.750000,1.000000,0.270078,0.992701,0.985507,1.000000,0.270078
UCR,DISTORTEDapneaecg2,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDapneaecg2.npy,16,28485,0.005266,0.028879,0.618932,0.064935,0.063291,0.066667,0.038095,0.045771,0.059770,0.054608,0.024731,0.045614,0.086667,0.012805,0.360000,0.019802,0.022013,0.022140,0.042857,0.011782,1.000000,1.000000,1.000000,0.168197,1.000000,1.000000,1.000000,0.168197
UCR,DISTORTEDapneaecg3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDapneaecg3.npy,16,33363,0.002997,0.161206,0.902986,0.274112,0.278351,0.270000,0.084794,0.114441,0.202765,0.247191,0.030202,0.131737,0.440000,0.015371,0.860000,0.037696,0.057887,0.145455,0.269841,0.008521,1.000000,1.000000,1.000000,0.383288,1.000000,1.000000,1.000000,0.383288
UCR,DISTORTEDapneaecg4,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDapneaecg4.npy,16,32253,0.003100,0.002624,0.446378,0.006204,0.003112,0.970000,0.000000,0.000000,0.000000,0.000000,0.001929,0.000000,0.000000,0.000983,0.050000,0.000000,0.000000,0.000000,0.000000,0.002493,0.004113,0.002061,1.000000,0.001063,0.093589,0.049092,1.000000,0.001063
UCR,DISTORTEDgait1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDgait1.npy,16,44984,0.006669,0.007095,0.500952,0.018587,0.012887,0.033333,0.012549,0.015758,0.016000,0.011429,0.013542,0.013333,0.020000,0.007115,0.140000,0.007515,0.012590,0.021390,0.019608,0.010945,0.161290,0.087719,1.000000,0.092168,0.920245,0.852273,1.000000,0.092168
UCR,DISTORTEDgait2,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDgait2.npy,16,42984,0.006979,0.007321,0.509276,0.019231,0.011730,0.053333,0.013878,0.016352,0.010959,0.003883,0.013912,0.009302,0.013333,0.007320,0.140000,0.016817,0.020284,0.018405,0.010753,0.012721,0.064103,0.033113,1.000000,0.064721,0.804290,0.672646,1.000000,0.064721
UCR,DISTORTEDgait3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDgait3.npy,16,40484,0.014821,0.022278,0.551118,0.061885,0.053528,0.073333,0.052571,0.060606,0.053731,0.029888,0.041250,0.066667,0.045000,0.022795,0.216667,0.065292,0.091846,0.131507,0.106383,0.038428,0.256410,0.147059,1.000000,0.135011,0.976404,0.953895,1.000000,0.135011
UCR,DISTORTEDgaitHunt1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDgaitHunt1.npy,16,45484,0.002418,0.044483,0.595340,0.148148,0.230769,0.109091,0.016771,0.023051,0.056637,0.082840,0.009846,0.035165,0.145455,0.005013,0.272727,0.010945,0.014540,0.041860,0.073394,0.007724,0.727273,0.571429,1.000000,0.188720,0.986547,0.973451,1.000000,0.188720
UCR,DISTORTEDgaitHunt2,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDgaitHunt2.npy,16,45484,0.014291,0.034989,0.529410,0.056604,0.121212,0.036923,0.040342,0.045658,0.052489,0.054670,0.034261,0.063736,0.044615,0.018932,0.180000,0.031968,0.036484,0.077859,0.122642,0.029851,1.000000,1.000000,1.000000,0.373276,1.000000,1.000000,1.000000,0.373276
UCR,DISTORTEDgaitHunt3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDgaitHunt3.npy,16,40584,0.019712,0.046425,0.536931,0.065287,0.051636,0.088750,0.057951,0.063429,0.059701,0.053838,0.044990,0.088670,0.045000,0.025733,0.178750,0.054994,0.073462,0.125654,0.170854,0.041069,1.000000,1.000000,1.000000,0.349319,1.000000,1.000000,1.000000,0.349319
UCR,DISTORTEDinsectEPG1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDinsectEPG1.npy,16,6985,0.004295,0.008416,0.599595,0.048193,0.037736,0.066667,0.021053,0.025000,0.040000,0.000000,0.015884,0.028571,0.066667,0.008118,0.366667,0.026578,0.030612,0.057971,0.000000,0.009639,0.125000,0.066667,1.000000,0.052599,0.588235,0.416667,1.000000,0.052599
UCR,DISTORTEDinsectEPG2,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDinsectEPG2.npy,16,6282,0.003980,0.007804,0.619389,0.031746,0.026316,0.040000,0.023529,0.009346,0.022727,0.000000,0.015860,0.015873,0.040000,0.008091,0.400000,0.014545,0.011628,0.032787,0.000000,0.013263,0.139535,0.075000,1.000000,0.063529,0.574713,0.403226,1.000000,0.063529
UCR,DISTORTEDinsectEPG3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDinsectEPG3.npy,16,4782,0.010456,0.114307,0.864641,0.224719,0.256410,0.200000,0.158621,0.175258,0.204082,0.162162,0.087327,0.208333,0.200000,0.046119,0.820000,0.118812,0.173913,0.307692,0.357143,0.017483,0.461538,0.300000,1.000000,0.097698,0.934579,0.877193,1.000000,0.097698
UCR,DISTORTEDinsectEPG4,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDinsectEPG4.npy,16,8682,0.005759,0.014162,0.712878,0.038745,0.020309,0.420000,0.012371,0.012862,0.029197,0.021277,0.031171,0.022989,0.040000,0.015988,0.620000,0.011628,0.008811,0.025000,0.045455,0.022822,0.122449,0.065217,1.000000,0.091358,0.699301,0.537634,1.000000,0.091358
UCR,DISTORTEDinsectEPG5,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDinsectEPG5.npy,16,6812,0.000147,0.000386,0.619439,0.000771,0.000386,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000771,0.000386,1.000000,0.000578,0.000771,0.000386,1.000000,0.000578
UCR,DISTORTEDltstdbs30791AI,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDltstdbs30791AI.npy,16,38552,0.005188,0.136946,0.717179,0.217544,0.364706,0.155000,0.073308,0.095800,0.150171,0.183206,0.033909,0.113990,0.220000,0.017489,0.555000,0.033366,0.038156,0.036036,0.094488,0.016256,1.000000,1.000000,1.000000,0.264763,1.000000,1.000000,1.000000,0.264763
UCR,DISTORTEDltstdbs30791AS,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDltstdbs30791AS.npy,16,31984,0.006253,0.204162,0.743244,0.283688,0.487805,0.200000,0.091111,0.122414,0.196154,0.244444,0.039414,0.159375,0.255000,0.020419,0.565000,0.020492,0.031797,0.038462,0.078431,0.009723,1.000000,1.000000,1.000000,0.354568,1.000000,1.000000,1.000000,0.354568
UCR,DISTORTEDltstdbs30791ES,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDltstdbs30791ES.npy,16,34984,0.005717,0.010254,0.539045,0.048193,0.060606,0.040000,0.023590,0.030400,0.040000,0.042667,0.014734,0.031429,0.055000,0.007635,0.210000,0.014423,0.015385,0.033003,0.050314,0.011708,0.320000,0.190476,1.000000,0.026746,0.959233,0.921659,1.000000,0.026746
UCR,DISTORTEDpark3m,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDpark3m.npy,16,29984,0.011506,0.012885,0.511927,0.029455,0.019743,0.057971,0.026016,0.025703,0.018605,0.000000,0.026512,0.020000,0.017391,0.014412,0.165217,0.032070,0.033333,0.041958,0.000000,0.023353,0.060241,0.031056,1.000000,0.027387,0.815603,0.688623,1.000000,0.027387
UCR,DISTORTEDqtdbSel1005V,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDqtdbSel1005V.npy,16,31985,0.012506,0.011963,0.481219,0.025264,0.012797,0.980000,0.021000,0.019118,0.011111,0.007143,0.021277,0.012500,0.010000,0.011422,0.155000,0.025370,0.028125,0.016949,0.019048,0.019759,0.163934,0.089286,1.000000,0.102335,0.940071,0.886918,1.000000,0.102335
UCR,DISTORTEDqtdbSel100MLII,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDqtdbSel100MLII.npy,16,25984,0.015394,0.014394,0.476935,0.031039,0.015808,0.850000,0.020000,0.015254,0.015152,0.015094,0.020913,0.019231,0.012500,0.011371,0.130000,0.030691,0.029630,0.043243,0.075472,0.025567,0.131579,0.070423,1.000000,0.035298,0.923788,0.858369,1.000000,0.035298
UCR,DISTORTEDresperation1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDresperation1.npy,16,99984,0.001520,0.001748,0.523160,0.007130,0.004890,0.013158,0.003106,0.003173,0.003472,0.006135,0.003868,0.002000,0.013158,0.001957,0.164474,0.002928,0.003421,0.004008,0.007968,0.003386,0.052288,0.026846,1.000000,0.084401,0.677060,0.511785,1.000000,0.084401
UCR,DISTORTEDresperation10,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDresperation10.npy,16,146984,0.008028,0.012112,0.525695,0.027233,0.020064,0.042373,0.023913,0.023971,0.024151,0.022977,0.020929,0.021769,0.027119,0.011115,0.178814,0.022197,0.025081,0.035326,0.045576,0.017184,1.000000,1.000000,1.000000,0.292576,1.000000,1.000000,1.000000,0.292576
UCR,DISTORTEDresperation11,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDresperation11.npy,16,136984,0.000007,0.500000,0.999993,0.666667,0.500000,1.000000,0.000292,0.000486,0.001459,0.002915,0.000114,0.000730,1.000000,0.000057,1.000000,0.000311,0.000506,0.001479,0.002950,0.000132,0.666667,0.500000,1.000000,6.313547,0.666667,0.500000,1.000000,6.313547
UCR,DISTORTEDresperation2,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDresperation2.npy,16,160034,0.000006,0.000013,0.528391,0.000026,0.000013,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000026,0.000013,1.000000,0.006541,0.000026,0.000013,1.000000,0.006541
UCR,DISTORTEDresperation3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDresperation3.npy,16,145084,0.000007,0.000012,0.433000,0.000024,0.000012,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000024,0.000012,1.000000,0.004178,0.000024,0.000012,1.000000,0.004178
